lambda|psi_deg|delta_deg|n|k|thickness|material
4863.81|5.479961090526594|27.111035944930343|1.53059|0.00354|300|Al2O3
4873.29|5.48353647625607|27.103090647009278|1.53015|0.00357|300|Al2O3
4882.81|5.487012454986257|27.094942823171422|1.52971|0.00359|300|Al2O3
4892.37|5.4905800587714495|27.086415234118544|1.52927|0.00362|300|Al2O3
4901.96|5.494140388273689|27.07765388077525|1.52883|0.00365|300|Al2O3
4911.59|5.497610556378932|27.069690042993734|1.52838|0.00367|300|Al2O3
4921.26|5.501171204811148|27.061343059749472|1.52793|0.0037|300|Al2O3
4930.97|5.504736255935203|27.053690867856016|1.52747|0.00373|300|Al2O3
4940.71|5.508284821927519|27.04481750042961|1.52702|0.00376|300|Al2O3
4950.5|5.511840583948837|27.03658157895119|1.52656|0.00379|300|Al2O3
4960.320000000001|5.515304666074342|27.02917808268166|1.52609|0.00381|300|Al2O3
4970.18|5.518857335662712|27.021383712067397|1.52562|0.00384|300|Al2O3
4980.08|5.522405046148857|27.013295675220434|1.52515|0.00387|300|Al2O3
4990.02|5.525947650543115|27.00491616986289|1.52468|0.0039|300|Al2O3
5000.0|5.529494440740524|26.997205732385787|1.5242|0.00393|300|Al2O3
5010.0199999999995|5.533035972035837|26.989200819733444|1.52372|0.00396|300|Al2O3
5020.08|5.536572099588386|26.980903652391007|1.52324|0.00399|300|Al2O3
5030.179999999999|5.540112322591438|26.973263646306343|1.52275|0.00402|300|Al2O3
5040.320000000001|5.54364699061885|26.965328419787557|1.52226|0.00405|300|Al2O3
5050.51|5.547269098647138|26.956945556527383|1.52177|0.00409|300|Al2O3
5060.7300000000005|5.550801753231847|26.949362132226494|1.52127|0.00412|300|Al2O3
5070.99|5.554328560845028|26.94148282050751|1.52077|0.00415|300|Al2O3
5081.299999999999|5.5578520464104315|26.933257135362837|1.52027|0.00418|300|Al2O3
5091.65|5.561379405833816|26.92566516902588|1.51976|0.00421|300|Al2O3
5102.04|5.564989497473283|26.917672249337773|1.51925|0.00425|300|Al2O3
5112.47|5.568514235133805|26.910406779665394|1.51873|0.00428|300|Al2O3
5122.950000000001|5.572123537881322|26.902683997084967|1.51821|0.00432|300|Al2O3
5133.47|5.575637747885324|26.894769842931538|1.51769|0.00435|300|Al2O3
5144.03|5.579155679986869|26.887467583091016|1.51716|0.00438|300|Al2O3
5154.639999999999|5.582756883622167|26.87970632006515|1.51663|0.00442|300|Al2O3
5165.29|5.586350662732163|26.871647083094683|1.5161|0.00446|300|Al2O3
5175.9800000000005|5.589860655072063|26.864295824216075|1.51556|0.00449|300|Al2O3
5186.72|5.593463217260029|26.85737523676322|1.51501|0.00453|300|Al2O3
5197.51|5.596963827573524|26.84931972035881|1.51447|0.00456|300|Al2O3
5208.33|5.60055124347129|26.841794718965577|1.51392|0.0046|300|Al2O3
5219.21|5.604146394491287|26.83474606063065|1.51336|0.00464|300|Al2O3
5230.13|5.6077335703501126|26.827391952228737|1.5128|0.00468|300|Al2O3
5241.09|5.611312641303309|26.81973484108628|1.51224|0.00472|300|Al2O3
5252.1|5.614812206312093|26.812707053326253|1.51167|0.00475|300|Al2O3
5263.16|5.618390736908859|26.805211044568143|1.5111|0.00479|300|Al2O3
5274.26|5.621971866048218|26.798273432762578|1.51052|0.00483|300|Al2O3
5285.41|5.625546848961161|26.790977259476303|1.50994|0.00487|300|Al2O3
5296.610000000001|5.629115506502692|26.783325334141768|1.50936|0.00491|300|Al2O3
5307.86|5.63277187639851|26.776055562919346|1.50877|0.00496|300|Al2O3
5319.15|5.636347339794512|26.76943890373104|1.50817|0.005|300|Al2O3
5330.49|5.639904881452592|26.76161746076725|1.50758|0.00504|300|Al2O3
5341.88|5.643478257150935|26.7551208088065|1.50697|0.00508|300|Al2O3
5353.32|5.647044773487653|26.748259769036316|1.50636|0.00512|300|Al2O3
5364.81|5.650685667600478|26.740920237987282|1.50575|0.00517|300|Al2O3
5376.34|5.654235441767667|26.733388585345857|1.50514|0.00521|300|Al2O3
5387.93|5.657883925801678|26.726979972019198|1.50451|0.00526|300|Al2O3
5399.57|5.661432355366507|26.719501338389584|1.50389|0.0053|300|Al2O3
5411.26|5.665076598170552|26.71317803213242|1.50325|0.00535|300|Al2O3
5422.990000000001|5.668698780796573|26.705721915000442|1.50262|0.0054|300|Al2O3
5434.78|5.672246850832909|26.698783814835547|1.50198|0.00544|300|Al2O3
5446.62|5.675877926542532|26.692166469297533|1.50133|0.00549|300|Al2O3
5458.52|5.679502397846162|26.685130865765633|1.50068|0.00554|300|Al2O3
5470.46|5.683127839043693|26.67857511117952|1.50002|0.00559|300|Al2O3
5482.46|5.686746396611124|26.671599755469874|1.49936|0.00564|300|Al2O3
5494.51|5.690367808746766|26.665045987411776|1.49869|0.00569|300|Al2O3
5506.610000000001|5.693992038005463|26.658905385124502|1.49801|0.00574|300|Al2O3
5518.76|5.697594951903085|26.6516070100035|1.49734|0.00579|300|Al2O3
5530.97|5.701214484693295|26.645449233991904|1.49665|0.00584|300|Al2O3
5543.24|5.70482641298481|26.63886528964792|1.49596|0.00589|300|Al2O3
5555.5599999999995|5.708504783648767|26.63178404921259|1.49527|0.00595|300|Al2O3
5567.929999999999|5.712121143383114|26.625985929751206|1.49456|0.006|300|Al2O3
5580.36|5.715717248137348|26.6189942488212|1.49386|0.00605|300|Al2O3
5592.84|5.719402913609271|26.61302272940027|1.49314|0.00611|300|Al2O3
5605.38|5.72299242785205|26.605988003789392|1.49243|0.00616|300|Al2O3
5617.9800000000005|5.726672542606237|26.599908590745972|1.4917|0.00622|300|Al2O3
5630.63|5.730341491021612|26.59344323927697|1.49097|0.00628|300|Al2O3
5643.34|5.734013341964587|26.58729033878132|1.49023|0.00634|300|Al2O3
5656.11|5.737675543541558|26.580703118352144|1.48949|0.0064|300|Al2O3
5668.929999999999|5.741338595165777|26.574467423321224|1.48874|0.00646|300|Al2O3
5681.82|5.744993451026014|26.567749516646902|1.48799|0.00652|300|Al2O3
5694.759999999999|5.7486614526918|26.562101778771904|1.48722|0.00658|300|Al2O3
5707.76|5.752319219382283|26.556010851350507|1.48645|0.00664|300|Al2O3
5720.82|5.755966550912358|26.54948046807343|1.48568|0.0067|300|Al2O3
5733.94|5.759687303235377|26.543103262610618|1.4849|0.00677|300|Al2O3
5747.13|5.763339845700593|26.537077305334183|1.48411|0.00683|300|Al2O3
5760.37|5.767063189268751|26.531234986677518|1.48331|0.0069|300|Al2O3
5773.67|5.7707044003684205|26.525071487706626|1.48251|0.00696|300|Al2O3
5787.04|5.774418755826965|26.518990114599923|1.4817|0.00703|300|Al2O3
5800.46|5.7781193723355395|26.51250687879446|1.48089|0.0071|300|Al2O3
5813.95|5.781834854940977|26.506916554913893|1.48006|0.00717|300|Al2O3
5827.51|5.785539506326342|26.500824199284608|1.47923|0.00724|300|Al2O3
5841.12|5.789242767450772|26.495009649032518|1.47839|0.00731|300|Al2O3
5854.8|5.79293482715365|26.48869330831151|1.47755|0.00738|300|Al2O3
5868.54|5.796694679026201|26.482473077528006|1.4767|0.00746|300|Al2O3
5882.349999999999|5.8003875389736255|26.476551280731982|1.47584|0.00753|300|Al2O3
5896.2300000000005|5.804081494359133|26.470792546214454|1.47497|0.0076|300|Al2O3
5910.17|5.807841707283214|26.465106427697865|1.47409|0.00768|300|Al2O3
5924.17|5.811587564829712|26.45895324512692|1.47321|0.00776|300|Al2O3
5938.240000000001|5.815333278556603|26.452947915246902|1.47232|0.00784|300|Al2O3
5952.38|5.819078660534904|26.447082937314626|1.47142|0.00792|300|Al2O3
5966.59|5.822823521197874|26.441350812355623|1.47051|0.008|300|Al2O3
5980.86|5.82656625556966|26.435788799173274|1.46959|0.00808|300|Al2O3
5995.2|5.830295132476771|26.42970469433788|1.46867|0.00816|300|Al2O3
6009.62|5.834101574855547|26.424201522057746|1.46773|0.00825|300|Al2O3
6024.099999999999|5.837827701409796|26.418342502955568|1.46679|0.00833|300|Al2O3
6038.65|5.841615885126194|26.412458353245302|1.46584|0.00842|300|Al2O3
6053.27|5.845401642509138|26.406670118737456|1.46488|0.00851|300|Al2O3
6067.96|5.84918476865598|26.400970377669722|1.46391|0.0086|300|Al2O3
6082.73|5.852966364380961|26.395307757667766|1.46293|0.00869|300|Al2O3
6097.5599999999995|5.856743590796958|26.38976287808626|1.46194|0.00878|300|Al2O3
6112.47|5.860505812894102|26.383633417950897|1.46095|0.00887|300|Al2O3
6127.45|5.8643388470278595|26.378046150159026|1.45994|0.00897|300|Al2O3
6142.509999999999|5.868155631990341|26.371868396467292|1.45893|0.00907|300|Al2O3
6157.639999999999|5.871920187509733|26.366466376635273|1.4579|0.00916|300|Al2O3
6172.84|5.875727689022583|26.36038311865973|1.45687|0.00926|300|Al2O3
6188.12|5.879544244807463|26.354881580274196|1.45582|0.00936|300|Al2O3
6203.47|5.8834147482226|26.349275479104076|1.45476|0.00947|300|Al2O3
6218.91|5.887209183027002|26.343148799587112|1.4537|0.00957|300|Al2O3
6234.41|5.891068117617361|26.337528848998456|1.45262|0.00968|300|Al2O3
6250.0|5.894909432148461|26.33125543137191|1.45154|0.00979|300|Al2O3
6265.66|5.898698692713208|26.32567775322448|1.45044|0.00989|300|Al2O3
6281.41|5.902598353626163|26.319749080857015|1.44933|0.01001|300|Al2O3
6297.23|5.906432429090946|26.313928175006993|1.44821|0.01012|300|Al2O3
6313.13|5.910259579219842|26.30803872978402|1.44708|0.01023|300|Al2O3
6329.11|5.9141357492273645|26.301947898470452|1.44594|0.01035|300|Al2O3
6345.18|5.918017566853679|26.296277792949994|1.44478|0.01047|300|Al2O3
6361.32|5.921876795885117|26.29001258282758|1.44362|0.01059|300|Al2O3
6377.55|5.9257410065734|26.284146230081763|1.44244|0.01071|300|Al2O3
6393.86|5.929650566929477|26.278044620990897|1.44125|0.01084|300|Al2O3
6410.26|5.933496516716677|26.271909542699312|1.44005|0.01096|300|Al2O3
6426.74|5.93739914159861|26.266049575636327|1.43883|0.01109|300|Al2O3
6443.3|5.941277910599577|26.259532595263842|1.43761|0.01122|300|Al2O3
6459.95|5.945159004965862|26.253352427211862|1.43637|0.01135|300|Al2O3
6476.68|5.949080907990342|26.24689760311606|1.43512|0.01149|300|Al2O3
6493.509999999999|5.953004422079904|26.24070922118787|1.43385|0.01163|300|Al2O3
6510.42|5.956914568785496|26.234348605582248|1.43257|0.01177|300|Al2O3
6527.42|5.960811919337298|26.22776847671158|1.43128|0.01191|300|Al2O3
6544.5|5.964707768323555|26.22149563779709|1.42997|0.01205|300|Al2O3
6561.68|5.968641371708927|26.214820284748544|1.42865|0.0122|300|Al2O3
6578.95|5.972560118777741|26.207898899268088|1.42732|0.01235|300|Al2O3
6596.3099999999995|5.976476061439107|26.20120453043599|1.42597|0.0125|300|Al2O3
6613.76|5.980437871596743|26.194598077092525|1.4246|0.01266|300|Al2O3
6631.3|5.984370266225811|26.187240189587513|1.42323|0.01282|300|Al2O3
6648.94|5.9883106953882175|26.18049568843203|1.42183|0.01298|300|Al2O3
6666.67|5.992233125643941|26.17344913272504|1.42042|0.01314|300|Al2O3
6684.490000000001|5.9961845961758025|26.165977055678784|1.419|0.01331|300|Al2O3
6702.410000000001|6.000129281880112|26.158604784076438|1.41756|0.01348|300|Al2O3
6720.43|6.004066560795074|26.151313110584553|1.4161|0.01365|300|Al2O3
6738.540000000001|6.008029145654245|26.14356334645153|1.41463|0.01383|300|Al2O3
6756.76|6.011983025947454|26.135826737391138|1.41314|0.01401|300|Al2O3
6775.070000000001|6.015926075010187|26.128162312163898|1.41163|0.01419|300|Al2O3
6793.48|6.019891290270574|26.11996874059291|1.41011|0.01438|300|Al2O3
6811.99|6.0238442928545775|26.11178013312583|1.40857|0.01457|300|Al2O3
6830.599999999999|6.027784391910612|26.103577156811205|1.40701|0.01476|300|Al2O3
6849.32|6.031754940754958|26.095190604308947|1.40543|0.01496|300|Al2O3
6868.13|6.035709567957109|26.08679098482732|1.40383|0.01516|300|Al2O3
6887.05|6.039637371096797|26.077876244618892|1.40222|0.01536|300|Al2O3
6906.08|6.043591202146702|26.06873359830294|1.40059|0.01557|300|Al2O3
6925.21|6.047579571238143|26.059780734668728|1.39893|0.01579|300|Al2O3
6944.4400000000005|6.051495468735335|26.050417817065917|1.39726|0.016|300|Al2O3
6963.79|6.055433252128989|26.040735683889576|1.39557|0.01622|300|Al2O3
6983.240000000001|6.059400529046489|26.031175273636233|1.39385|0.01645|300|Al2O3
7002.799999999999|6.0633337842610695|26.021018239746898|1.39212|0.01668|300|Al2O3
7022.47|6.067282418049893|26.010528606266746|1.39037|0.01692|300|Al2O3
7042.25|6.071216236064208|26.000159796015424|1.38859|0.01716|300|Al2O3
7062.15|6.07512389157001|25.989478412750596|1.38679|0.0174|300|Al2O3
7082.150000000001|6.079041039140508|25.97843898691046|1.38497|0.01765|300|Al2O3
7102.2699999999995|6.082966290891459|25.966951339240993|1.38313|0.01791|300|Al2O3
7122.51|6.086870878055017|25.95544530665211|1.38126|0.01817|300|Al2O3
7142.86|6.090742748908608|25.943581017574292|1.37937|0.01843|300|Al2O3
7163.32|6.094652132504588|25.931147301577003|1.37746|0.01871|300|Al2O3
7183.91|6.098500575413797|25.918675277202723|1.37552|0.01898|300|Al2O3
7204.61|6.10238113194621|25.905592335617413|1.37356|0.01927|300|Al2O3
7225.43|6.106231708414027|25.892356509765296|1.37157|0.01956|300|Al2O3
7246.38|6.110051230688585|25.878897214902505|1.36955|0.01985|300|Al2O3
7267.44|6.113893840502606|25.86476102213678|1.36751|0.02016|300|Al2O3
7288.63|6.117691111697042|25.850041219799586|1.36545|0.02047|300|Al2O3
7309.9400000000005|6.121459835497567|25.835356394150217|1.36335|0.02078|300|Al2O3
7331.38|6.12524299638193|25.819858242512552|1.36123|0.02111|300|Al2O3
7352.9400000000005|6.12898295236848|25.804029425797424|1.35908|0.02144|300|Al2O3
7374.63|6.132708624453498|25.78771714943709|1.3569|0.02178|300|Al2O3
7396.45|6.13638686516618|25.77097125128983|1.35469|0.02212|300|Al2O3
7418.400000000001|6.140074172037177|25.753598232853715|1.35245|0.02248|300|Al2O3
7440.48|6.143708139924758|25.735726739095668|1.35018|0.02284|300|Al2O3
7462.6900000000005|6.147322934999728|25.71750835948768|1.34787|0.02321|300|Al2O3
7485.03|6.150898627307618|25.698380383141536|1.34554|0.02359|300|Al2O3
7507.51|6.1544476884114525|25.678798110384747|1.34317|0.02398|300|Al2O3
7530.12|6.157957977114327|25.658501828267745|1.34077|0.02438|300|Al2O3
7552.870000000001|6.161425905635736|25.637426429408496|1.33834|0.02479|300|Al2O3
7575.76|6.164854613693441|25.615775963590668|1.33587|0.02521|300|Al2O3
7598.78|6.168232354225637|25.59330692317657|1.33337|0.02564|300|Al2O3
7621.95|6.171544996966431|25.57042956359824|1.33082|0.02607|300|Al2O3
7645.26|6.1748390717653585|25.546272717974947|1.32825|0.02653|300|Al2O3
7668.71|6.1780580757784715|25.52164382767977|1.32563|0.02699|300|Al2O3
7692.31|6.181208428860621|25.49596976992145|1.32298|0.02746|300|Al2O3
7716.05|6.1843183216383215|25.469597631776086|1.32028|0.02795|300|Al2O3
7739.94|6.187348406284149|25.442098339239497|1.31755|0.02845|300|Al2O3
7763.9800000000005|6.190304519808463|25.413814839404836|1.31477|0.02896|300|Al2O3
7788.160000000001|6.193175294954416|25.384530296907688|1.31195|0.02948|300|Al2O3
7812.5|6.195974216339414|25.35408564763306|1.30909|0.03002|300|Al2O3
7836.99|6.198693401400215|25.322470679732803|1.30619|0.03058|300|Al2O3
7861.64|6.201298590748029|25.290010747003823|1.30323|0.03114|300|Al2O3
7886.4400000000005|6.203822580038836|25.256067466432043|1.30024|0.03173|300|Al2O3
7911.39|6.206234544691969|25.221137104888484|1.29719|0.03233|300|Al2O3
7936.51|6.208535501570537|25.184751061829125|1.2941|0.03295|300|Al2O3
7961.78|6.210704939922258|25.147091460892568|1.29096|0.03358|300|Al2O3
7987.219999999999|6.212751883768847|25.108127908367763|1.28776|0.03423|300|Al2O3
8012.82|6.214663067800909|25.067685508709467|1.28451|0.0349|300|Al2O3
8038.589999999999|6.2164389397698345|25.025536974785474|1.28122|0.0356|300|Al2O3
8064.5199999999995|6.218048900816339|24.982030290437415|1.27786|0.03631|300|Al2O3
8090.61|6.219491016966607|24.93683578389238|1.27445|0.03704|300|Al2O3
8116.88|6.220755125167247|24.889920035229647|1.27098|0.03779|300|Al2O3
8143.319999999999|6.221838000492099|24.841223326971868|1.26745|0.03857|300|Al2O3
8169.930000000001|6.222716151761294|24.79058771662821|1.26387|0.03937|300|Al2O3
8196.72|6.223376575130222|24.738058710530733|1.26022|0.04019|300|Al2O3
8223.68|6.223811292058151|24.68356273998737|1.2565|0.04104|300|Al2O3
8250.83|6.224005702687935|24.626826035162438|1.25273|0.04192|300|Al2O3
8278.15|6.223938320607397|24.567996532981134|1.24888|0.04283|300|Al2O3
8305.65|6.223587140152328|24.506853517760582|1.24496|0.04376|300|Al2O3
8333.33|6.222941960847552|24.443273372381288|1.24098|0.04472|300|Al2O3
8361.2|6.221980030353481|24.377226229056408|1.23692|0.04572|300|Al2O3
8389.26|6.220679038254583|24.308541389923093|1.23279|0.04675|300|Al2O3
8417.51|6.219013215119488|24.237117601147315|1.22858|0.04781|300|Al2O3
8445.95|6.216958935111779|24.16286824852629|1.22429|0.04891|300|Al2O3
8474.58|6.214489134875994|24.085672411908963|1.21992|0.05005|300|Al2O3
8503.4|6.211577941136598|24.005346905883584|1.21547|0.05122|300|Al2O3
8532.42|6.208186157060467|23.921827999520378|1.21093|0.05244|300|Al2O3
8561.640000000001|6.204290964688255|23.834946110065378|1.20631|0.0537|300|Al2O3
8591.07|6.1998392446646715|23.744534050520908|1.20159|0.05501|300|Al2O3
8620.69|6.194807076636839|23.65045096958416|1.19678|0.05636|300|Al2O3
8650.52|6.189141834095676|23.552511443050424|1.19187|0.05776|300|Al2O3
8680.56|6.18280408032034|23.450725906730295|1.18687|0.05922|300|Al2O3
8710.800000000001|6.175734862693972|23.344719402304168|1.18176|0.06073|300|Al2O3
8741.26|6.167875764064978|23.234353936472267|1.17654|0.0623|300|Al2O3
8771.929999999998|6.1591986142002675|23.11945465262195|1.17122|0.06392|300|Al2O3
8802.82|6.149601519965058|23.000109938605746|1.16579|0.06562|300|Al2O3
8833.92|6.139045923900511|22.875645746857835|1.16024|0.06737|300|Al2O3
8865.25|6.127427118019697|22.746232127530913|1.15457|0.0692|300|Al2O3
8896.800000000001|6.114671995990374|22.611734039947464|1.14878|0.07111|300|Al2O3
8928.57|6.100722062032088|22.471813634553737|1.14287|0.07309|300|Al2O3
8960.57|6.08542382530446|22.326279451464632|1.13682|0.07516|300|Al2O3
8992.810000000001|6.068725040961118|22.174902294208216|1.13064|0.07731|300|Al2O3
9025.27|6.050469275447774|22.01777166822304|1.12432|0.07956|300|Al2O3
9057.97|6.030550142775192|21.854695957475617|1.11786|0.08191|300|Al2O3
9090.91|6.008804802255488|21.685076800184596|1.11124|0.08436|300|Al2O3
9124.09|5.985136263569959|21.50946576028716|1.10448|0.08692|300|Al2O3
9157.51|5.959304161872718|21.32729725522988|1.09755|0.0896|300|Al2O3
9191.179999999998|5.931217984015589|21.138985514802187|1.09047|0.0924|300|Al2O3
9225.09|5.900601239454528|20.94399017016077|1.08321|0.09533|300|Al2O3
9259.26|5.867248401918448|20.7432045479577|1.07578|0.09841|300|Al2O3
9293.68|5.830933337804772|20.536499843000403|1.06817|0.10164|300|Al2O3
9328.36|5.791412898939853|20.323701621538714|1.06037|0.10502|300|Al2O3
9363.300000000001|5.748397972314485|20.10662572717718|1.05239|0.10858|300|Al2O3
9398.5|5.701518768691065|19.884741456802537|1.0442|0.11232|300|Al2O3
9433.960000000001|5.650508843426719|19.65951167147667|1.03581|0.11625|300|Al2O3
9469.699999999999|5.594914859647467|19.432903062477052|1.02721|0.1204|300|Al2O3
9505.699999999999|5.534408193598269|19.20537665538538|1.01839|0.12476|300|Al2O3
9541.980000000001|5.4684787966472115|18.980754437079522|1.00935|0.12937|300|Al2O3
9578.54|5.396656124705512|18.76160094921651|1.00008|0.13424|300|Al2O3
9615.38|5.318500519327018|18.551630090199787|0.99058|0.13938|300|Al2O3
9652.51|5.233329671853539|18.355839223865463|0.98083|0.14482|300|Al2O3
9689.92|5.1406665261329545|18.181539972028606|0.97084|0.15058|300|Al2O3
9727.63|5.039819709988849|18.03609886649882|0.96059|0.15668|300|Al2O3
9765.63|4.930198638778207|17.93260910108992|0.95009|0.16316|300|Al2O3
9803.92|4.811128239538928|17.88546864886178|0.93933|0.17005|300|Al2O3
9842.52|4.682243259003813|17.91207479422486|0.92832|0.17736|300|Al2O3
9881.42|4.542737946816755|18.03861338181383|0.91704|0.18515|300|Al2O3
9920.63|4.392366019783993|18.297250582623576|0.9055|0.19345|300|Al2O3
9960.16|4.23108779460087|18.730806906879728|0.89371|0.2023|300|Al2O3
10000.0|4.0592060243471595|19.39634160905155|0.88168|0.21175|300|Al2O3
10040.16|3.8775332459727316|20.36538535267714|0.86941|0.22184|300|Al2O3
10080.65|3.687907340498979|21.73550578340817|0.85692|0.23263|300|Al2O3
10121.460000000001|3.493656356795403|23.629051075651063|0.84424|0.24417|300|Al2O3
10162.599999999999|3.299989011281274|26.19822730821914|0.8314|0.25652|300|Al2O3
10204.08|3.1145953593087343|29.6179172092843|0.81842|0.26974|300|Al2O3
10245.900000000001|2.9493328088067536|34.06044907111321|0.80537|0.28389|300|Al2O3
10288.07|2.8196174225494137|39.63430569147192|0.7923|0.29903|300|Al2O3
10330.58|2.74413430449942|46.284407677425385|0.77927|0.31522|300|Al2O3
10373.44|2.7424319725819264|53.68051200007542|0.76638|0.33252|300|Al2O3
10416.67|2.8286727200454074|61.220359356200674|0.7537|0.35097|300|Al2O3
10460.25|3.008287068258724|68.20242115802327|0.74134|0.37062|300|Al2O3
10504.2|3.2755891998157605|74.07228396246711|0.72943|0.39147|300|Al2O3
10548.52|3.6178997304979337|78.58930266169394|0.71808|0.41356|300|Al2O3
10593.220000000001|4.018231975122585|81.76174702298832|0.70742|0.43685|300|Al2O3
10638.3|4.4604389494165|83.74791375184988|0.69758|0.46134|300|Al2O3
10683.76|4.929057117142105|84.75635325759974|0.68868|0.48697|300|Al2O3
10729.609999999999|5.410856266525019|84.99456452503739|0.68082|0.51367|300|Al2O3
10775.86|5.895039915229076|84.63554626267272|0.67413|0.54138|300|Al2O3
10822.51|6.372653227912124|83.83332598145024|0.66867|0.57|300|Al2O3
10869.57|6.836854815116059|82.70459751864294|0.66453|0.59944|300|Al2O3
10917.03|7.282846264142127|81.34514271334673|0.66176|0.62961|300|Al2O3
10964.91|7.707399620076864|79.82814040635245|0.66041|0.66042|300|Al2O3
11013.220000000001|8.108603567390693|78.21154451106037|0.66051|0.69177|300|Al2O3
11061.949999999999|8.486214466509654|76.53803166958431|0.66208|0.7236|300|Al2O3
11111.11|8.840318619620167|74.83933508915194|0.66515|0.75582|300|Al2O3
11160.71|9.172142721287779|73.13775478621842|0.66974|0.78838|300|Al2O3
11210.76|9.48293937439568|71.44991609310517|0.67587|0.8212|300|Al2O3
11261.26|9.774654212641353|69.78585147767227|0.68356|0.85424|300|Al2O3
11312.22|10.049113955135308|68.15082594429492|0.69285|0.88745|300|Al2O3
11363.64|10.30807288116546|66.54898403123661|0.70376|0.92076|300|Al2O3
11415.53|10.55347574958727|64.97896563494317|0.71635|0.95414|300|Al2O3
11467.890000000001|10.786989362899252|63.43989355481696|0.73066|0.98753|300|Al2O3
11520.74|11.010018639839227|61.92881166377845|0.74675|1.02086|300|Al2O3
11574.070000000002|11.224017177917496|60.44084466928365|0.7647|1.05408|300|Al2O3
11627.91|11.429967819412237|58.97272654834895|0.78456|1.08709|300|Al2O3
11682.24|11.628902669798629|57.51780907965149|0.80644|1.11982|300|Al2O3
11737.09|11.821432242172511|56.07156643123345|0.83041|1.15215|300|Al2O3
11792.45|12.008068622216083|54.62807517124436|0.85657|1.18396|300|Al2O3
11848.34|12.18894868636712|53.1815946995327|0.88502|1.21509|300|Al2O3
11904.76|12.364055328797585|51.72679144961254|0.91585|1.24536|300|Al2O3
11961.72|12.533359716914399|50.25854329306831|0.94914|1.27459|300|Al2O3
12019.23|12.696123627308767|48.77151357711258|0.98498|1.30251|300|Al2O3
12077.289999999999|12.851744918662819|47.26142636992405|1.02342|1.32886|300|Al2O3
12135.92|12.999255039665949|45.723991800793335|1.0645|1.35333|300|Al2O3
12195.119999999999|13.137441367936496|44.1557812578229|1.10822|1.37557|300|Al2O3
12254.9|13.264820369827062|42.554563399664204|1.15452|1.39519|300|Al2O3
12315.27|13.379781636876332|40.91840869216481|1.2033|1.41178|300|Al2O3
12376.24|13.48054279364054|39.24709187645751|1.25437|1.42491|300|Al2O3
12437.810000000001|13.565122640626313|37.54114825327348|1.30747|1.43413|300|Al2O3
12500.0|13.631534168661037|35.80268201877829|1.36224|1.43901|300|Al2O3
12562.810000000001|13.67777657745824|34.03559574960445|1.41821|1.43915|300|Al2O3
12626.26|13.70200149317619|32.24537123338482|1.47481|1.43422|300|Al2O3
12690.36|13.702452334160041|30.438593603466586|1.53139|1.42396|300|Al2O3
12755.1|13.677699096806485|28.623550831369688|1.58722|1.40823|300|Al2O3
12820.51|13.62685336058846|26.810492563792312|1.64151|1.38706|300|Al2O3
12886.6|13.549323526888081|25.00993888064099|1.69348|1.3606|300|Al2O3
12953.369999999999|13.445126977332436|23.234307009599526|1.74235|1.32918|300|Al2O3
13020.83|13.314907962216566|21.495067385752552|1.78746|1.29327|300|Al2O3
13089.01|13.159861019502163|19.805704183586055|1.8282|1.25349|300|Al2O3
13157.89|12.98173363298494|18.17775457867244|1.86415|1.21053|300|Al2O3
13227.51|12.782721260513577|16.6231688709777|1.89501|1.16515|300|Al2O3
13297.869999999999|12.565436174346802|15.152557093574048|1.92065|1.11812|300|Al2O3
13368.980000000001|12.332776082096833|13.774835410901424|1.9411|1.07018|300|Al2O3
13440.86|12.087808034893271|12.497759617774927|1.95651|1.02202|300|Al2O3
13513.51|11.833670748593013|11.327292998151211|1.96714|0.97425|300|Al2O3
13586.96|11.573338563016867|10.267993038758874|1.97331|0.92738|300|Al2O3
13661.199999999999|11.309623294869292|9.322214260591016|1.9754|0.88181|300|Al2O3
13736.26|11.045319034049049|8.49114096878558|1.97382|0.83788|300|Al2O3
13812.150000000001|10.782680666959205|7.7740923274829425|1.96897|0.7958|300|Al2O3
13888.89|10.523940082412844|7.169119985682601|1.96126|0.75574|300|Al2O3
13966.480000000001|10.270657866957059|6.67333604541945|1.95104|0.71776|300|Al2O3
14044.94|10.024467866205944|6.283037162725905|1.93866|0.68192|300|Al2O3
14124.29|9.786404335185223|5.993250225132392|1.92442|0.64819|300|Al2O3
14204.55|9.557478025034223|5.798243346335112|1.90861|0.61654|300|Al2O3
14285.71|9.338253693629026|5.692562448115556|1.89145|0.5869|300|Al2O3
1539.4099999999999|4.697950512957475|337.5700300341316|1.62158|8e-05|400|Al2O3
1540.36|4.692967182260134|337.5470591226921|1.62157|8e-05|400|Al2O3
1541.31|4.687984884506061|337.5242368838854|1.62156|8e-05|400|Al2O3
1542.26|4.683003651652264|337.50156333758093|1.62155|8e-05|400|Al2O3
1543.21|4.67788661776103|337.4767583861953|1.62153|8e-05|400|Al2O3
1544.16|4.672907314448591|337.4543801434115|1.62152|8e-05|400|Al2O3
1545.1200000000001|4.667878223374833|337.431941505822|1.62151|8e-05|400|Al2O3
1546.0700000000002|4.6629012876573706|337.40986239484215|1.6215|8e-05|400|Al2O3
1547.03|4.65787465942751|337.3877261251172|1.62149|8e-05|400|Al2O3
1547.99|4.652849318788706|337.3657418742147|1.62148|8e-05|400|Al2O3
