lambda|psi_deg|delta_deg|n|k|thickness|material
774.63|2.1165486234354938|45.63324739333064|1.58702|0.02552|125|ITO
776.2099999999999|2.1208571271634247|47.04936048796305|1.58491|0.02571|125|ITO
777.8000000000001|2.1269530100301526|48.45960736509979|1.58279|0.0259|125|ITO
779.39|2.1347297023288974|49.86040232204246|1.58066|0.02609|125|ITO
780.97|2.14411777285721|51.24272440372839|1.57853|0.02628|125|ITO
782.5600000000001|2.155499054100994|52.60651615177206|1.5764|0.02648|125|ITO
784.14|2.1683743895333887|53.95292397731902|1.57426|0.02668|125|ITO
785.73|2.1827000066369626|55.28009654067129|1.57211|0.02687|125|ITO
787.32|2.1988060865943884|56.58137665686899|1.56996|0.02707|125|ITO
788.9000000000001|2.216301444352984|57.859905264335204|1.5678|0.02727|125|ITO
790.49|2.2353652462550255|59.10882392754693|1.56564|0.02747|125|ITO
792.07|2.255732107648404|60.32678359975206|1.56348|0.02767|125|ITO
793.6600000000001|2.277786482902916|61.52371529343176|1.5613|0.02788|125|ITO
795.2399999999999|2.3008198235523762|62.68241004759239|1.55913|0.02808|125|ITO
796.83|2.325457400244703|63.81782071829721|1.55694|0.02829|125|ITO
798.41|2.3509578783792078|64.91448873753973|1.55476|0.02849|125|ITO
800.0|2.377975651845616|65.98631826901392|1.55256|0.0287|125|ITO
801.5799999999999|2.405988731200734|67.02376718702907|1.55036|0.02891|125|ITO
803.1700000000001|2.4353579542947013|68.02510335401297|1.54816|0.02913|125|ITO
804.75|2.4654399977779105|68.99819629722121|1.54595|0.02934|125|ITO
806.33|2.4965097221406243|69.94176356223377|1.54373|0.02955|125|ITO
807.92|2.5287787336043697|70.84935250156924|1.54151|0.02977|125|ITO
809.5|2.5618377335577374|71.72844968153309|1.53928|0.02999|125|ITO
811.09|2.595587921485293|72.57484968245946|1.53705|0.0302|125|ITO
812.67|2.6302450455973427|73.39243426350832|1.53481|0.03042|125|ITO
814.25|2.665670492461638|74.18216940920254|1.53256|0.03064|125|ITO
815.84|2.7020451444648406|74.93792678796484|1.53031|0.03087|125|ITO
817.4200000000001|2.7388135643728173|75.66942399430309|1.52805|0.03109|125|ITO
819.0|2.776343744497505|76.36923900931806|1.52579|0.03132|125|ITO
820.5799999999999|2.8142972087509843|77.04532136550594|1.52352|0.03154|125|ITO
822.17|2.853023869945223|77.69014480189215|1.52125|0.03177|125|ITO
823.75|2.8921948917968843|78.31193677563793|1.51897|0.032|125|ITO
825.33|2.932054353284391|78.90847630280517|1.51668|0.03224|125|ITO
826.9100000000001|2.972119099686382|79.48056722870724|1.51439|0.03247|125|ITO
828.5|3.012722560908432|80.02949302186121|1.51209|0.0327|125|ITO
830.08|3.053826565082475|80.55623967328621|1.50978|0.03294|125|ITO
831.66|3.0952191580630846|81.05901324195574|1.50747|0.03318|125|ITO
833.24|3.1368691174984233|81.53868048245023|1.50516|0.03342|125|ITO
834.82|3.1789582565792234|82.00198288458355|1.50283|0.03366|125|ITO
836.41|3.221339316001123|82.44230842635653|1.5005|0.0339|125|ITO
837.99|3.2639714536220894|82.86094788666358|1.49817|0.03415|125|ITO
839.57|3.306817684365654|83.26674412437991|1.49582|0.03439|125|ITO
841.15|3.3499513337016507|83.65089841853423|1.49347|0.03464|125|ITO
842.73|3.3931900101109522|84.01608755246062|1.49112|0.03489|125|ITO
844.3100000000001|3.4366258239251795|84.36551819600801|1.48876|0.03514|125|ITO
845.89|3.4802405713751967|84.69967883219887|1.48639|0.03539|125|ITO
847.4699999999999|3.5241600856040476|85.01712946065369|1.48401|0.03565|125|ITO
849.05|3.5679594042298786|85.31989301478013|1.48163|0.0359|125|ITO
850.63|3.612023058436375|85.60699810827614|1.47924|0.03616|125|ITO
852.21|3.6560714064837634|85.87864521046252|1.47685|0.03642|125|ITO
853.7900000000001|3.7002077348676665|86.13751516118496|1.47445|0.03668|125|ITO
855.37|3.744417274019541|86.3840035566083|1.47204|0.03694|125|ITO
856.95|3.7888150312274202|86.6166347324627|1.46962|0.03721|125|ITO
858.53|3.8331299904261877|86.8357546877992|1.4672|0.03748|125|ITO
860.11|3.877345748466151|87.04556884326308|1.46477|0.03774|125|ITO
861.6899999999999|3.9215771295387913|87.2409436276202|1.46234|0.03801|125|ITO
863.26|3.965861105585217|87.42540287815466|1.4599|0.03829|125|ITO
864.84|4.010077095467764|87.60037168532962|1.45745|0.03856|125|ITO
866.42|4.054383823287296|87.76381519656218|1.45499|0.03884|125|ITO
868.0|4.098410165976423|87.91798727231954|1.45253|0.03911|125|ITO
869.58|4.142499379373614|88.06132814378697|1.45006|0.03939|125|ITO
871.1600000000001|4.186524410734799|88.1958760481125|1.44758|0.03967|125|ITO
872.73|4.230395701291584|88.3199523220245|1.4451|0.03996|125|ITO
874.3100000000001|4.274258921516091|88.43772757583457|1.4426|0.04024|125|ITO
875.89|4.318003841822425|88.5443997706455|1.4401|0.04053|125|ITO
877.47|4.361513060769548|88.64202596473811|1.4376|0.04082|125|ITO
879.0400000000001|4.404970937533404|88.73474706130209|1.43508|0.04111|125|ITO
880.62|4.448231372559313|88.81770476473955|1.43256|0.0414|125|ITO
882.1999999999999|4.491447832314889|88.89205185098544|1.43003|0.0417|125|ITO
883.77|4.534240253371731|88.96121063411101|1.4275|0.04199|125|ITO
885.35|4.577021435286311|89.02103552036782|1.42496|0.04229|125|ITO
886.93|4.619756393984182|89.07561571910239|1.4224|0.04259|125|ITO
888.5|4.662101081629849|89.121437457446|1.41985|0.0429|125|ITO
890.0799999999999|4.704344378507244|89.1626968697153|1.41728|0.0432|125|ITO
891.6500000000001|4.746303162671486|89.19674994559622|1.41471|0.04351|125|ITO
893.23|4.788104053538724|89.22399912559851|1.41213|0.04382|125|ITO
894.81|4.829688696172966|89.24576106333443|1.40954|0.04413|125|ITO
896.38|4.8710804544962585|89.26189358562068|1.40694|0.04445|125|ITO
897.96|4.912086395300261|89.27220060025093|1.40434|0.04476|125|ITO
899.5300000000001|4.953002082400056|89.27807987436762|1.40172|0.04508|125|ITO
901.11|4.993591392902546|89.27703539991259|1.3991|0.0454|125|ITO
902.6800000000001|5.033949216779969|89.27099437151195|1.39647|0.04573|125|ITO
904.25|5.073851273167053|89.26086777558156|1.39384|0.04605|125|ITO
905.83|5.113706389830751|89.24454960520147|1.39119|0.04638|125|ITO
907.4|5.153118636990867|89.22418884589575|1.38854|0.04671|125|ITO
908.98|5.192279184661037|89.19843913319968|1.38588|0.04704|125|ITO
910.55|5.231162655552263|89.1683452613042|1.38321|0.04738|125|ITO
912.12|5.269675802667901|89.13542110649534|1.38053|0.04771|125|ITO
913.6999999999999|5.307857878582595|89.09553253730527|1.37785|0.04805|125|ITO
915.27|5.345790208316438|89.05348844666693|1.37515|0.04839|125|ITO
916.84|5.383334380080472|89.00584167172588|1.37245|0.04874|125|ITO
918.42|5.420517612492567|88.95462090105656|1.36974|0.04908|125|ITO
919.99|5.457371268242278|88.89968572224642|1.36702|0.04943|125|ITO
921.5600000000001|5.49391823870315|88.84008798740717|1.36429|0.04979|125|ITO
923.13|5.529942384861305|88.77765563144413|1.36156|0.05014|125|ITO
924.6999999999999|5.5657488536815505|88.71125158914965|1.35881|0.0505|125|ITO
926.28|5.601099200584796|88.64003053068545|1.35606|0.05086|125|ITO
927.8499999999999|5.636029815084397|88.56662959507939|1.3533|0.05122|125|ITO
929.4200000000001|5.670564722687977|88.49006149195462|1.35053|0.05158|125|ITO
930.99|5.704737126436777|88.4093616209479|1.34775|0.05195|125|ITO
932.56|5.738495557091866|88.32563022729096|1.34496|0.05232|125|ITO
934.13|5.771870071584897|88.23793508438287|1.34216|0.0527|125|ITO
935.6999999999999|5.804776215585308|88.14829486256046|1.33935|0.05307|125|ITO
937.28|5.837305948357334|88.05382205788379|1.33653|0.05345|125|ITO
938.8499999999999|5.869267670606842|87.95719833559963|1.33371|0.05383|125|ITO
940.4200000000001|5.900900911900989|87.8572255889923|1.33087|0.05422|125|ITO
941.99|5.931976995519121|87.75424749240068|1.32803|0.05461|125|ITO
943.56|5.962582116746525|87.64862208690575|1.32518|0.055|125|ITO
945.13|5.992796781542004|87.5406412419476|1.32231|0.05539|125|ITO
946.69|6.022438811273512|87.42992267717466|1.31944|0.05579|125|ITO
948.26|6.051581964341686|87.31653491163043|1.31656|0.05618|125|ITO
949.8299999999999|6.080268007722756|87.19902522304558|1.31367|0.05659|125|ITO
951.4|6.10841676269726|87.07985942636091|1.31077|0.05699|125|ITO
952.97|6.136063989829915|86.9574881804761|1.30786|0.0574|125|ITO
954.5400000000001|6.163179021507557|86.83272876117496|1.30494|0.05781|125|ITO
956.11|6.189770555989067|86.70487885275266|1.30201|0.05823|125|ITO
957.68|6.215810719037568|86.57471643794233|1.29907|0.05865|125|ITO
959.24|6.241274088803846|86.4431697835491|1.29612|0.05907|125|ITO
960.8100000000001|6.266187255482856|86.30842800412745|1.29316|0.05949|125|ITO
962.38|6.290535232768581|86.17077235890005|1.29019|0.05992|125|ITO
963.9499999999999|6.3142955931444265|86.03090254795248|1.28721|0.06035|125|ITO
965.51|6.337444793163008|85.88971989234881|1.28422|0.06078|125|ITO
967.08|6.360011710223745|85.74485670130619|1.28122|0.06122|125|ITO
968.65|6.381962372523537|85.59784863617728|1.27821|0.06166|125|ITO
970.21|6.4032787328758|85.44901944610527|1.27519|0.06211|125|ITO
971.78|6.423972417804788|85.29721921109027|1.27216|0.06256|125|ITO
973.35|6.444020502234999|85.1433325839206|1.26912|0.06301|125|ITO
974.9100000000001|6.463402035986444|84.98771994489695|1.26607|0.06347|125|ITO
976.48|6.482183830632519|84.82919250944188|1.263|0.06393|125|ITO
978.04|6.5002225695391145|84.66947400577615|1.25993|0.06439|125|ITO
979.61|6.517634164341164|84.50638487146983|1.25684|0.06486|125|ITO
981.17|6.534285996102974|84.3421582596907|1.25375|0.06533|125|ITO
982.7399999999999|6.55028797508427|84.17503116034257|1.25064|0.0658|125|ITO
984.3|6.565552110672636|84.006318852987|1.24752|0.06628|125|ITO
985.87|6.580092979540427|83.83478448350968|1.24439|0.06676|125|ITO
987.4300000000001|6.593831714717476|83.66181813828997|1.24126|0.06725|125|ITO
989.0|6.606903744039476|83.48588443785427|1.2381|0.06774|125|ITO
990.56|6.619148915027251|83.3085764470245|1.23494|0.06824|125|ITO
992.12|6.6306304985887365|83.12961931841198|1.23177|0.06873|125|ITO
993.6899999999999|6.641332981864981|82.94719111402607|1.22858|0.06924|125|ITO
995.25|6.651238928160353|82.76388016900546|1.22538|0.06974|125|ITO
996.81|6.660293786405805|82.5781147826701|1.22217|0.07026|125|ITO
998.38|6.668543809772557|82.38985462348884|1.21895|0.07077|125|ITO
999.94|6.675927585951808|82.20022220397907|1.21572|0.07129|125|ITO
1013.38|6.702401291429487|80.48173375623607|1.18739|0.07596|125|ITO
1016.81|6.697765354725131|80.01923070493605|1.18002|0.07721|125|ITO
1020.24|6.688113616577653|79.5464522722059|1.17257|0.07849|125|ITO
1023.6700000000001|6.6732947397482745|79.06392209829941|1.16506|0.07979|125|ITO
1027.0900000000001|6.653077582900664|78.57251408820065|1.15749|0.08112|125|ITO
1030.5200000000002|6.627250154382636|78.06985838539559|1.14984|0.08247|125|ITO
1033.9499999999998|6.595550043983123|77.55793850847256|1.14213|0.08386|125|ITO
1037.3799999999999|6.557768564474258|77.03539182111001|1.13434|0.08527|125|ITO
1040.81|6.513647383116764|76.50381553061253|1.12649|0.08672|125|ITO
1044.23|6.462943922758456|75.9621785643409|1.11856|0.08819|125|ITO
1047.66|6.40527352841531|75.41004813271704|1.11055|0.0897|125|ITO
1051.0900000000001|6.3404123105803984|74.8488435802726|1.10247|0.09125|125|ITO
1054.52|6.268059080176079|74.27754803053261|1.09431|0.09283|125|ITO
1057.95|6.18790580486194|73.69617048802444|1.08607|0.09444|125|ITO
1061.37|6.099597480812948|73.10788450219712|1.07776|0.0961|125|ITO
1064.8|6.002638628140711|72.50808283602544|1.06935|0.09779|125|ITO
1068.23|5.896912757394843|71.90058355793266|1.06087|0.09952|125|ITO
1071.66|5.78176808899145|71.28582589267315|1.0523|0.1013|125|ITO
1075.0900000000001|5.656878762575655|70.66337505743608|1.04364|0.10312|125|ITO
1078.51|5.5218336861443005|70.03463334261224|1.03489|0.10498|125|ITO
1081.9399999999998|5.376146795109086|69.40094264183837|1.02605|0.10689|125|ITO
1085.37|5.219302295636612|68.76651884395228|1.01712|0.10886|125|ITO
1088.8|5.050836520863306|68.12917369094212|1.00809|0.11087|125|ITO
1092.23|4.870106566402649|67.49549578897799|0.99896|0.11294|125|ITO
1095.65|4.6768879041338565|66.86889614751304|0.98974|0.11506|125|ITO
1099.0800000000002|4.470147131889392|66.25629708576759|0.98041|0.11725|125|ITO
1102.51|4.249721724461804|65.6613842246546|0.97098|0.11949|125|ITO
1105.9399999999998|4.014947772959507|65.09984496118713|0.96145|0.1218|125|ITO
1109.37|3.7648319211307575|64.58415428408895|0.9518|0.12418|125|ITO
1112.8|3.4994294998164626|64.133224985547|0.94205|0.12662|125|ITO
1116.22|3.217502788042695|63.78918418804809|0.93218|0.12915|125|ITO
1119.65|2.9187924469516244|63.58984182809419|0.92219|0.13175|125|ITO
1123.0800000000002|2.6031928966599147|63.619458046792|0.91209|0.13443|125|ITO
1126.51|2.2699528678391157|64.01587362277887|0.90186|0.1372|125|ITO
1129.94|1.920152626006193|65.02065571258443|0.89152|0.14005|125|ITO
1133.37|1.5541749222013905|67.1716692945615|0.88104|0.14301|125|ITO
1136.8|1.1773408528012195|71.67109299023062|0.87044|0.14606|125|ITO
1140.22|0.8044055254228184|82.12918986244156|0.8597|0.14922|125|ITO
1143.65|0.5045130904882897|110.7261588487275|0.84883|0.15249|125|ITO
1147.0800000000002|0.5183754651458488|163.85237682107746|0.83782|0.15588|125|ITO
1150.51|0.869502869598992|192.22768723376785|0.82667|0.1594|125|ITO
1153.94|1.3369256869751038|202.46897386995806|0.81538|0.16305|125|ITO
1157.3700000000001|1.8547639923186996|206.71873799491536|0.80394|0.16684|125|ITO
1160.8|2.407093283713103|208.5312516563228|0.79236|0.17078|125|ITO
1164.23|2.9898844715828816|209.1302784631597|0.78062|0.17489|125|ITO
1167.6599999999999|3.60013057158893|209.04393226775414|0.76873|0.17916|125|ITO
1171.09|4.236670739055525|208.51427059995873|0.75669|0.18361|125|ITO
1174.52|4.898930823517304|207.6807141808599|0.74449|0.18825|125|ITO
1177.95|5.585456258680201|206.6174661906734|0.73214|0.1931|125|ITO
1181.38|6.2955609346312835|205.3792271280269|0.71963|0.19817|125|ITO
1184.81|7.027425254110987|203.99618902828252|0.70697|0.20348|125|ITO
1188.24|7.779911376820015|202.50018259580162|0.69415|0.20903|125|ITO
1191.67|8.550845793392904|200.90148789041393|0.68118|0.21485|125|ITO
1195.1000000000001|9.338271626065543|199.21303387870466|0.66806|0.22096|125|ITO
1198.5300000000002|10.1387788986275|197.448315740588|0.65481|0.22737|125|ITO
1201.9599999999998|10.950654002805225|195.6167220365001|0.64142|0.2341|125|ITO
1205.3899999999999|11.770322915375969|193.72273777427452|0.62791|0.24118|125|ITO
1208.8300000000002|12.595201309979613|191.77452729209983|0.61428|0.24863|125|ITO
1212.26|13.421178576025069|189.77930376758746|0.60056|0.25647|125|ITO
1215.6899999999998|14.24460560687551|187.74169013054123|0.58677|0.26473|125|ITO
1219.12|15.06207119256549|185.67132818034355|0.57293|0.27342|125|ITO
1222.55|15.871069991857022|183.57459976172672|0.55905|0.28256|125|ITO
1225.98|16.666455428034432|181.45512889553447|0.54519|0.29218|125|ITO
1229.4199999999998|17.4463900924931|179.32062552535655|0.53136|0.30229|125|ITO
1232.85|18.20683681077923|177.175845806356|0.51762|0.31291|125|ITO
1236.28|18.94575096215903|175.026528944859|0.504|0.32405|125|ITO
1239.71|19.65998927407965|172.88260000585703|0.49056|0.33569|125|ITO
1243.15|20.34791026050501|170.7450685094563|0.47734|0.34785|125|ITO
1246.58|21.00854852159197|168.62084518640472|0.46438|0.36051|125|ITO
1250.01|21.639400894935594|166.5149440968675|0.45175|0.37365|125|ITO
1253.45|22.240373731698778|164.43369318844375|0.43948|0.38723|125|ITO
1256.88|22.810689788192782|162.37777751437224|0.42762|0.40124|125|ITO
1260.31|23.350418396211015|160.3537035653614|0.4162|0.41562|125|ITO
1263.75|23.859575403187236|158.36387935992335|0.40525|0.43033|125|ITO
1267.18|24.338816277115267|156.4115506952777|0.39479|0.44532|125|ITO
1270.6200000000001|24.788328580346565|154.5001450020039|0.38484|0.46053|125|ITO
1274.05|25.20942863176556|152.62942980045327|0.3754|0.47593|125|ITO
1277.49|25.602929027616163|150.8011087256541|0.36647|0.49147|125|ITO
1280.92|25.97067620401175|149.01840601268708|0.35803|0.50709|125|ITO
1284.36|26.312766918349748|147.2805426350351|0.35009|0.52276|125|ITO
1287.79|26.63167494201505|145.58871589576398|0.34261|0.53844|125|ITO
1291.23|26.927746265579724|143.942534342083|0.33559|0.5541|125|ITO
1294.6599999999999|27.203251463801333|142.34250800660172|0.32899|0.56971|125|ITO
1298.1000000000001|27.4588513124487|140.78763938193688|0.3228|0.58525|125|ITO
1301.54|27.696189999611228|139.27860208149554|0.31699|0.60069|125|ITO
1304.97|27.91693841028577|137.8124314186832|0.31153|0.61604|125|ITO
1308.41|28.121234261863435|136.39046832159977|0.30642|0.63126|125|ITO
1311.85|28.31142450511514|135.01112587749705|0.30161|0.64635|125|ITO
1315.28|28.487907814736342|133.6736104234393|0.2971|0.6613|125|ITO
1318.7199999999998|28.652001300006276|132.3752282143185|0.29286|0.67612|125|ITO
1322.16|28.804424962204617|131.1163288957735|0.28888|0.69079|125|ITO
1325.6|28.946554918629488|129.89557480870553|0.28513|0.70531|125|ITO
1329.04|29.07903548313906|128.711598793567|0.2816|0.71968|125|ITO
1332.48|29.202502148424404|127.56311107950869|0.27828|0.7339|125|ITO
1335.9099999999999|29.31798204967118|126.44911986395536|0.27515|0.74797|125|ITO
1339.3500000000001|29.425934027622212|125.36739104517532|0.2722|0.7619|125|ITO
1342.79|29.526981187103953|124.31774767776376|0.26942|0.77568|125|ITO
1346.23|29.62201266848111|123.29847944918849|0.26679|0.78932|125|ITO
1349.6699999999998|29.71124440112585|122.30853190103151|0.26431|0.80282|125|ITO
1353.1100000000001|29.795482343093624|121.34703058275382|0.26196|0.81618|125|ITO
1356.55|29.87465338304903|120.41224382264342|0.25975|0.82941|125|ITO
1360.0|29.949692094246316|119.50397091713789|0.25765|0.8425|125|ITO
1363.44|30.02097954571262|118.62033269915845|0.25566|0.85547|125|ITO
1366.88|30.088512714652996|117.76160068878643|0.25378|0.8683|125|ITO
1370.32|30.152808515464994|116.92512639270726|0.252|0.88102|125|ITO
1373.76|30.213923678820667|116.11138316507395|0.25032|0.89361|125|ITO
1377.2|30.272571644739738|115.31856097903665|0.24872|0.90609|125|ITO
1380.6499999999999|30.32876134931377|114.54580570755734|0.2472|0.91846|125|ITO
1384.0900000000001|30.382463422872505|113.79325580262156|0.24577|0.93071|125|ITO
1387.53|30.43450717795119|113.05920102657161|0.2444|0.94286|125|ITO
1390.98|30.484302552343816|112.34380899839451|0.24311|0.95489|125|ITO
1394.42|30.532457389677543|111.64521677449878|0.24189|0.96683|125|ITO
1397.87|30.579293934205406|110.96329190471553|0.24072|0.97867|125|ITO
1401.31|30.624562340202246|110.29761849035052|0.23962|0.99041|125|ITO
1404.76|30.668375169779242|109.64744527231176|0.23858|1.00205|125|ITO
1408.1999999999998|30.711260287123658|109.01165772862596|0.23759|1.01361|125|ITO
1411.65|30.75299021158867|108.3905010501246|0.23665|1.02507|125|ITO
1415.09|30.793857986879832|107.78282377001648|0.23576|1.03645|125|ITO
1418.54|30.833840543023147|107.18897566938186|0.23491|1.04773|125|ITO
1421.99|30.872970539189623|106.60713153591418|0.23411|1.05894|125|ITO
1425.43|30.911316339000734|106.03754185677214|0.23336|1.07007|125|ITO
1428.8799999999999|30.949086055389007|105.48020979452582|0.23264|1.08111|125|ITO
1432.3300000000002|30.986066580306264|104.93377468995838|0.23197|1.09208|125|ITO
1435.78|31.022676735648528|104.39812838288705|0.23133|1.10298|125|ITO
1439.22|31.058958168184006|103.8735420379505|0.23072|1.1138|125|ITO
1442.6699999999998|31.094543678505648|103.35928445166833|0.23015|1.12454|125|ITO
1446.1200000000001|31.129633686103883|102.85432421780979|0.22962|1.13522|125|ITO
1449.57|31.16456153630575|102.35905147820878|0.22911|1.14583|125|ITO
1453.02|31.19918878710078|101.87265508538407|0.22863|1.15638|125|ITO
1456.47|31.23328034336358|101.39517376160927|0.22819|1.16686|125|ITO
1459.92|31.26720319833776|100.92659084038758|0.22777|1.17727|125|ITO
1463.3700000000001|31.300826198443595|100.4661326232099|0.22738|1.18762|125|ITO
1466.8300000000002|31.334236767126104|100.0135636492257|0.22701|1.19791|125|ITO
1470.28|31.36748731669901|99.56841789682305|0.22667|1.20815|125|ITO
1473.73|31.400547162482663|99.13126307831466|0.22635|1.21832|125|ITO
1477.1799999999998|31.433352639808763|98.70098761529223|0.22606|1.22844|125|ITO
1480.6399999999999|31.465924309399725|98.27778499526983|0.22579|1.2385|125|ITO
1484.09|31.498489831320715|97.86135102993715|0.22554|1.24851|125|ITO
1487.5400000000002|31.530894253241|97.4517527118172|0.22531|1.25846|125|ITO
1491.0|31.56316102513423|97.04795763938694|0.2251|1.26837|125|ITO
1494.45|31.595339905405904|96.6507892769806|0.22491|1.27822|125|ITO
1497.91|31.627306623254714|96.25947472409158|0.22474|1.28802|125|ITO
1501.3600000000001|31.659387905508762|95.87424757133297|0.22458|1.29777|125|ITO
1504.82|31.691145620243745|95.49409401041869|0.22445|1.30748|125|ITO
1508.28|31.722912562774557|95.1196284375749|0.22433|1.31714|125|ITO
1511.73|31.75461194829144|94.75069223955437|0.22423|1.32675|125|ITO
1515.19|31.786211265372472|94.38705874938815|0.22414|1.33631|125|ITO
1518.65|31.817765363625465|94.02790832620283|0.22407|1.34584|125|ITO
1522.1100000000001|31.849288603286034|93.67394204821974|0.22401|1.35532|125|ITO
1525.56|31.880775203264722|93.32468033869516|0.22397|1.36476|125|ITO
1529.02|31.911977947558373|92.98011375330424|0.22395|1.37415|125|ITO
1532.48|31.943253383960904|92.6397450818367|0.22394|1.38351|125|ITO
1535.94|31.97446020437311|92.30412093108303|0.22394|1.39282|125|ITO
1539.4|32.00572068725699|91.97250479266346|0.22395|1.4021|125|ITO
1542.87|32.036731435656456|91.64486922989262|0.22398|1.41134|125|ITO
1546.33|32.06787262489331|91.32194354393222|0.22401|1.42053|125|ITO
1549.79|32.09896963021814|91.00230394234617|0.22406|1.4297|125|ITO
1553.25|32.12981462858349|90.68679192673392|0.22413|1.43882|125|ITO
1556.71|32.16080961583631|90.37501423529649|0.2242|1.44791|125|ITO
1560.1799999999998|32.19158690073195|90.06649476045321|0.22429|1.45697|125|ITO
1563.6399999999999|32.222514073324895|89.76196455876864|0.22438|1.46599|125|ITO
1567.11|32.25314057964226|89.46084263163928|0.22449|1.47497|125|ITO
1570.57|32.28390512827756|89.16282017923032|0.22461|1.48393|125|ITO
1574.0400000000002|32.31461944048377|88.86837830760882|0.22473|1.49285|125|ITO
1577.5|32.34525555205309|88.57704275944636|0.22487|1.50174|125|ITO
1580.97|32.37569551016895|88.28900109790358|0.22502|1.51059|125|ITO
1584.43|32.4063727776182|88.00396518526831|0.22517|1.51942|125|ITO
1587.9|32.436711068043465|87.72194709797182|0.22534|1.52821|125|ITO
1591.37|32.46718616057295|87.44273292141888|0.22551|1.53698|125|ITO
1594.8400000000001|32.49752158315191|87.16667032934542|0.22569|1.54571|125|ITO
1598.31|32.52772913133675|86.89299278394432|0.22589|1.55442|125|ITO
1601.78|32.557981057536026|86.62224191842536|0.22609|1.5631|125|ITO
1605.25|32.588268765333254|86.35436798320312|0.22629|1.57175|125|ITO
1608.72|32.618340031697144|86.08900439980448|0.22651|1.58037|125|ITO
1612.19|32.64843374462647|85.82642065193099|0.22673|1.58896|125|ITO
1615.66|32.67849411401504|85.56614620005692|0.22696|1.59753|125|ITO
1619.1299999999999|32.70844340967235|85.30840376535647|0.2272|1.60607|125|ITO
1622.6000000000001|32.73834915663992|85.05288741444517|0.22745|1.61459|125|ITO
1626.08|32.768167850809476|84.7998994760108|0.2277|1.62308|125|ITO
1629.55|32.797942531030635|84.54939761051496|0.22796|1.63154|125|ITO
1633.02|32.8276576211821|84.30100371547806|0.22823|1.63998|125|ITO
1636.5|32.85722542496918|84.05460584554827|0.22851|1.6484|125|ITO
1639.97|32.886850014983075|83.81073819066381|0.22879|1.65679|125|ITO
1643.45|32.91624373662282|83.56904906105164|0.22908|1.66515|125|ITO
1646.93|32.94574716765256|83.32923975821319|0.22937|1.6735|125|ITO
1650.4|32.97517586233427|83.09169094076456|0.22967|1.68182|125|ITO
1653.88|33.00443444146654|82.85597351359648|0.22998|1.69012|125|ITO
1657.36|33.03363977042364|82.62253856418408|0.23029|1.69839|125|ITO
1660.8400000000001|33.06282303504309|82.39070211559107|0.23061|1.70665|125|ITO
1664.32|33.091832161727645|82.16092462303031|0.23094|1.71488|125|ITO
1667.8|33.12084818367657|81.93309517325969|0.23127|1.72309|125|ITO
1671.2800000000002|33.14986593265899|81.70718653242707|0.2316|1.73128|125|ITO
1674.76|33.17866194529996|81.48284632585404|0.23195|1.73945|125|ITO
1678.24|33.20756064981215|81.26053687204669|0.23229|1.7476|125|ITO
1681.72|33.23623125387142|81.03974391948624|0.23265|1.75573|125|ITO
1685.2|33.26488747494057|80.82076833965256|0.23301|1.76384|125|ITO
1688.69|33.29344431700383|80.60352277404493|0.23337|1.77193|125|ITO
191.45999999999998|12.088458026695582|33.585740937909286|2.04232|0.59569|150|ITO
193.05|12.210343921948503|33.45679480988919|2.05161|0.60194|150|ITO
194.64999999999998|12.323887646540008|33.28321563019613|2.06105|0.6071|150|ITO
196.25|12.429249588493569|33.073596058003645|2.07055|0.61126|150|ITO
197.83999999999997|12.52636526526221|32.834087447372305|2.08003|0.61447|150|ITO
199.44|12.61556509365771|32.57160658403162|2.08942|0.61682|150|ITO
201.04|12.697269659829658|32.2913767882394|2.09867|0.61839|150|ITO
202.63|12.771808877936767|31.99795104885095|2.10773|0.61925|150|ITO
204.23|12.839641198322104|31.695824342805796|2.11656|0.61948|150|ITO
205.83|12.90137088779514|31.387678199957215|2.12515|0.61915|150|ITO
207.42|12.957432434995626|31.07748063322806|2.13346|0.61834|150|ITO
209.02|13.008382464928529|30.766529761518278|2.1415|0.6171|150|ITO
210.62|13.054772877479355|30.457931745583167|2.14925|0.61551|150|ITO
212.22|13.097208981227718|30.153095317577005|2.15672|0.61363|150|ITO
213.81|13.136277050426022|29.85332575975162|2.16392|0.61152|150|ITO
215.41|13.17248720615759|29.55986832371684|2.17086|0.60923|150|ITO
217.01000000000002|13.206476205418502|29.273693031504465|2.17756|0.60682|150|ITO
218.6|13.238788749552741|28.994765922165662|2.18405|0.60433|150|ITO
220.20000000000002|13.269989877339306|28.72338733835125|2.19036|0.6018|150|ITO
221.8|13.30067620463041|28.45990546168626|2.19652|0.59928|150|ITO
223.39999999999998|13.331377928261139|28.203158887839948|2.20258|0.59679|150|ITO
224.99|13.362584169357056|27.953223626553456|2.20857|0.59437|150|ITO
226.59|13.394775328445089|27.708897425313904|2.21454|0.59203|150|ITO
228.19|13.42857530607124|27.469096087080885|2.22055|0.5898|150|ITO
229.79|13.464195463904954|27.232191132125454|2.22664|0.58767|150|ITO
231.39000000000001|13.50226666381003|26.996732869041217|2.23288|0.58566|150|ITO
232.98|13.542970914992589|26.759966382320176|2.23933|0.58374|150|ITO
234.58|13.586855893263857|26.52079309306221|2.24605|0.58192|150|ITO
236.18|13.634052101503704|26.275777762700493|2.25311|0.58015|150|ITO
