wl,n
10.96491,0.66041
11.01322,0.66051
11.06195,0.66208
11.11111,0.66515
11.16071,0.66974
11.21076,0.67587
11.26126,0.68356
11.31222,0.69285
11.36364,0.70376
11.41553,0.71635
11.46789,0.73066
11.52074,0.74675
11.57407,0.76470
11.62791,0.78456
11.68224,0.80644
11.73709,0.83041
11.79245,0.85657
11.84834,0.88502
11.90476,0.91585
11.96172,0.94914
12.01923,0.98498
12.07729,1.02342
12.13592,1.06450
12.19512,1.10822
12.25490,1.15452
12.31527,1.20330
12.37624,1.25437
12.43781,1.30747
12.50000,1.36224
12.56281,1.41821
12.62626,1.47481
12.69036,1.53139
12.75510,1.58722
12.82051,1.64151
12.88660,1.69348
12.95337,1.74235
13.02083,1.78746
13.08901,1.82820
13.15789,1.86415
13.22751,1.89501
13.29787,1.92065
13.36898,1.94110
13.44086,1.95651
13.51351,1.96714
13.58696,1.97331
13.66120,1.97540
13.73626,1.97382
13.81215,1.96897
13.88889,1.96126
13.96648,1.95104
14.04494,1.93866
14.12429,1.92442
14.20455,1.90861
14.28571,1.89145

wl,k
1.53941,0.00008
1.54036,0.00008
1.54131,0.00008
1.54226,0.00008
1.54321,0.00008
1.54416,0.00008
1.54512,0.00008
1.54607,0.00008
1.54703,0.00008
1.54799,0.00008
1.54895,0.00008
1.54991,0.00008
1.55087,0.00008
1.55183,0.00008
1.55280,0.00008
1.55376,0.00008
1.55473,0.00008
1.55569,0.00008
1.55666,0.00008
1.55763,0.00009
1.55860,0.00009
1.55958,0.00009
1.56055,0.00009
1.56152,0.00009
1.56250,0.00009
1.56348,0.00009
1.56446,0.00009
1.56544,0.00009
1.56642,0.00009
1.56740,0.00009
1.56838,0.00009
1.56937,0.00009
1.57035,0.00009
1.57134,0.00009
1.57233,0.00009
1.57332,0.00009
1.57431,0.00009
1.57530,0.00009
1.57629,0.00009
1.57729,0.00009
1.57828,0.00009
1.57928,0.00009
1.58028,0.00009
1.58128,0.00009
1.58228,0.00009
1.58328,0.00009
1.58428,0.00009
1.58529,0.00009
1.58629,0.00009
1.58730,0.00009
1.58831,0.00009
1.58932,0.00009
1.59033,0.00009
1.59134,0.00009
1.59236,0.00009
1.59337,0.00009
1.59439,0.00009
1.59541,0.00009
1.59642,0.00009
1.59744,0.00009
1.59847,0.00009
1.59949,0.00009
1.60051,0.00009
1.60154,0.00009
1.60256,0.00009
1.60359,0.00009
1.60462,0.00009
1.60565,0.00009
1.60668,0.00009
1.60772,0.00009
1.60875,0.00009
1.60979,0.00009
1.61082,0.00009
1.61186,0.00009
1.61290,0.00009
1.61394,0.00009
1.61499,0.00010
1.61603,0.00010
1.61708,0.00010
1.61812,0.00010
1.61917,0.00010
1.62022,0.00010
1.62127,0.00010
1.62232,0.00010
1.62338,0.00010
1.62443,0.00010
1.62549,0.00010
1.62655,0.00010
1.62760,0.00010
1.62866,0.00010
1.62973,0.00010
1.63079,0.00010
1.63185,0.00010
1.63292,0.00010
1.63399,0.00010
1.63506,0.00010
1.63613,0.00010
1.63720,0.00010
1.63827,0.00010
1.63934,0.00010
1.64042,0.00010
1.64150,0.00010
1.64258,0.00010
1.64366,0.00010
1.64474,0.00010
1.64582,0.00010
1.64690,0.00010
1.64799,0.00010
1.64908,0.00010
1.65017,0.00010
1.65125,0.00010
1.65235,0.00010
1.65344,0.00010
1.65453,0.00010
1.65563,0.00010
1.65673,0.00010
1.65782,0.00010
1.65893,0.00010
1.66003,0.00010
1.66113,0.00010
1.66223,0.00010
1.66334,0.00010
1.66445,0.00010
1.66556,0.00010
1.66667,0.00010
1.66778,0.00010
1.66889,0.00011
1.67001,0.00011
1.67112,0.00011
1.67224,0.00011
1.67336,0.00011
1.67448,0.00011
1.67560,0.00011
1.67673,0.00011
1.67785,0.00011
1.67898,0.00011
1.68011,0.00011
1.68124,0.00011
1.68237,0.00011
1.68350,0.00011
1.68464,0.00011
1.68577,0.00011
1.68691,0.00011
1.68805,0.00011
1.68919,0.00011
1.69033,0.00011
1.69147,0.00011
1.69262,0.00011
1.69377,0.00011
1.69492,0.00011
1.69607,0.00011
1.69722,0.00011
1.69837,0.00011
1.69952,0.00011
1.70068,0.00011
1.70184,0.00011
1.70300,0.00011
1.70416,0.00011
1.70532,0.00011
1.70648,0.00011
1.70765,0.00011
1.70882,0.00011
1.70999,0.00011
1.71116,0.00011
1.71233,0.00011
1.71350,0.00011
1.71468,0.00011
1.71585,0.00011
1.71703,0.00011
1.71821,0.00011
1.71939,0.00012
1.72058,0.00012
1.72176,0.00012
1.72295,0.00012
1.72414,0.00012
1.72533,0.00012
1.72652,0.00012
1.72771,0.00012
1.72891,0.00012
1.73010,0.00012
1.73130,0.00012
1.73250,0.00012
1.73370,0.00012
1.73491,0.00012
1.73611,0.00012
1.73732,0.00012
1.73853,0.00012
1.73974,0.00012
1.74095,0.00012
1.74216,0.00012
1.74338,0.00012
1.74459,0.00012
1.74581,0.00012
1.74703,0.00012
1.74825,0.00012
1.74948,0.00012
1.75070,0.00012
1.75193,0.00012
1.75316,0.00012
1.75439,0.00012
1.75562,0.00012
1.75685,0.00012
1.75809,0.00012
1.75932,0.00012
1.76056,0.00012
1.76180,0.00012
1.76305,0.00012
1.76429,0.00012
1.76554,0.00013
1.76678,0.00013
1.76803,0.00013
1.76929,0.00013
1.77054,0.00013
1.77179,0.00013
1.77305,0.00013
1.77431,0.00013
1.77557,0.00013
1.77683,0.00013
1.77809,0.00013
1.77936,0.00013
1.78063,0.00013
1.78190,0.00013
1.78317,0.00013
1.78444,0.00013
1.78571,0.00013
1.78699,0.00013
1.78827,0.00013
1.78955,0.00013
1.79083,0.00013
1.79211,0.00013
1.79340,0.00013
1.79469,0.00013
1.79598,0.00013
1.79727,0.00013
1.79856,0.00013
1.79986,0.00013
1.80115,0.00013
1.80245,0.00013
1.80375,0.00013
1.80505,0.00013
1.80636,0.00013
1.80766,0.00013
1.80897,0.00013
1.81028,0.00014
1.81159,0.00014
1.81291,0.00014
1.81422,0.00014
1.81554,0.00014
1.81686,0.00014
1.81818,0.00014
1.81951,0.00014
1.82083,0.00014
1.82216,0.00014
1.82349,0.00014
1.82482,0.00014
1.82615,0.00014
1.82749,0.00014
1.82882,0.00014
1.83016,0.00014
1.83150,0.00014
1.83284,0.00014
1.83419,0.00014
1.83554,0.00014
1.83688,0.00014
1.83824,0.00014
1.83959,0.00014
1.84094,0.00014
1.84230,0.00014
1.84366,0.00014
1.84502,0.00014
1.84638,0.00014
1.84775,0.00014
1.84911,0.00014
1.85048,0.00014
1.85185,0.00014
1.85322,0.00015
1.85460,0.00015
1.85598,0.00015
1.85736,0.00015
1.85874,0.00015
1.86012,0.00015
1.86150,0.00015
1.86289,0.00015
1.86428,0.00015
1.86567,0.00015
1.86706,0.00015
1.86846,0.00015
1.86986,0.00015
1.87126,0.00015
1.87266,0.00015
1.87406,0.00015
1.87547,0.00015
1.87688,0.00015
1.87829,0.00015
1.87970,0.00015
1.88111,0.00015
1.88253,0.00015
1.88395,0.00015
1.88537,0.00015
1.88679,0.00015
1.88822,0.00015
1.88964,0.00015
1.89107,0.00015
1.89251,0.00015
1.89394,0.00016
1.89538,0.00016
1.89681,0.00016
1.89825,0.00016
1.89970,0.00016
1.90114,0.00016
1.90259,0.00016
1.90404,0.00016
1.90549,0.00016
1.90694,0.00016
1.90840,0.00016
1.90985,0.00016
1.91131,0.00016
1.91278,0.00016
1.91424,0.00016
1.91571,0.00016
1.91718,0.00016
1.91865,0.00016
1.92012,0.00016
1.92160,0.00016
1.92308,0.00016
1.92456,0.00016
1.92604,0.00016
1.92753,0.00016
1.92901,0.00016
1.93050,0.00016
1.93199,0.00017
1.93349,0.00017
1.93498,0.00017
1.93648,0.00017
1.93798,0.00017
1.93949,0.00017
1.94099,0.00017
1.94250,0.00017
1.94401,0.00017
1.94553,0.00017
1.94704,0.00017
1.94856,0.00017
1.95008,0.00017
1.95160,0.00017
1.95313,0.00017
1.95465,0.00017
1.95618,0.00017
1.95771,0.00017
1.95925,0.00017
1.96078,0.00017
1.96232,0.00017
1.96386,0.00017
1.96541,0.00017
1.96696,0.00017
1.96850,0.00018
1.97006,0.00018
1.97161,0.00018
1.97316,0.00018
1.97472,0.00018
1.97628,0.00018
1.97785,0.00018
1.97941,0.00018
1.98098,0.00018
1.98255,0.00018
1.98413,0.00018
1.98570,0.00018
1.98728,0.00018
1.98886,0.00018
1.99045,0.00018
1.99203,0.00018
1.99362,0.00018
1.99521,0.00018
1.99681,0.00018
1.99840,0.00018
2.00000,0.00018
2.00160,0.00018
2.00321,0.00018
2.00481,0.00019
2.00642,0.00019
2.00803,0.00019
2.00965,0.00019
2.01126,0.00019
2.01288,0.00019
2.01450,0.00019
2.01613,0.00019
2.01776,0.00019
2.01939,0.00019
2.02102,0.00019
2.02265,0.00019
2.02429,0.00019
2.02593,0.00019
2.02758,0.00019
2.02922,0.00019
2.03087,0.00019
2.03252,0.00019
2.03417,0.00019
2.03583,0.00019
2.03749,0.00019
2.03915,0.00020
2.04082,0.00020
2.04248,0.00020
2.04415,0.00020
2.04583,0.00020
2.04750,0.00020
2.04918,0.00020
2.05086,0.00020
2.05255,0.00020
2.05423,0.00020
2.05592,0.00020
2.05761,0.00020
2.05931,0.00020
2.06101,0.00020
2.06271,0.00020
2.06441,0.00020
2.06612,0.00020
2.06782,0.00020
2.06954,0.00020
2.07125,0.00021
2.07297,0.00021
2.07469,0.00021
2.07641,0.00021
2.07814,0.00021
2.07987,0.00021
2.08160,0.00021
2.08333,0.00021
2.08507,0.00021
2.08681,0.00021
2.08855,0.00021
2.09030,0.00021
2.09205,0.00021
2.09380,0.00021
2.09556,0.00021
2.09732,0.00021
2.09908,0.00021
2.10084,0.00021
2.10261,0.00021
2.10438,0.00022
2.10615,0.00022
2.10793,0.00022
2.10970,0.00022
2.11149,0.00022
2.11327,0.00022
2.11506,0.00022
2.11685,0.00022
2.11864,0.00022
2.12044,0.00022
2.12224,0.00022
2.12404,0.00022
2.12585,0.00022
2.12766,0.00022
2.12947,0.00022
2.13129,0.00022
2.13311,0.00022
2.13493,0.00023
2.13675,0.00023
2.13858,0.00023
2.14041,0.00023
2.14225,0.00023
2.14408,0.00023
2.14592,0.00023
2.14777,0.00023
2.14961,0.00023
2.15146,0.00023
2.15332,0.00023
2.15517,0.00023
2.15703,0.00023
2.15889,0.00023
2.16076,0.00023
2.16263,0.00023
2.16450,0.00024
2.16638,0.00024
2.16826,0.00024
2.17014,0.00024
2.17202,0.00024
2.17391,0.00024
2.17581,0.00024
2.17770,0.00024
2.17960,0.00024
2.18150,0.00024
2.18341,0.00024
2.18531,0.00024
2.18723,0.00024
2.18914,0.00024
2.19106,0.00024
2.19298,0.00025
2.19491,0.00025
2.19684,0.00025
2.19877,0.00025
2.20070,0.00025
2.20264,0.00025
2.20459,0.00025
2.20653,0.00025
2.20848,0.00025
2.21043,0.00025
2.21239,0.00025
2.21435,0.00025
2.21631,0.00025
2.21828,0.00025
2.22025,0.00025
2.22222,0.00026
2.22420,0.00026
2.22618,0.00026
2.22816,0.00026
2.23015,0.00026
2.23214,0.00026
2.23414,0.00026
2.23614,0.00026
2.23814,0.00026
2.24014,0.00026
2.24215,0.00026
2.24417,0.00026
2.24618,0.00026
2.24820,0.00027
2.25023,0.00027
2.25225,0.00027
2.25428,0.00027
2.25632,0.00027
2.25836,0.00027
2.26040,0.00027
2.26244,0.00027
2.26449,0.00027
2.26655,0.00027
2.26860,0.00027
2.27066,0.00027
2.27273,0.00027
2.27480,0.00028
2.27687,0.00028
2.27894,0.00028
2.28102,0.00028
2.28311,0.00028
2.28519,0.00028
2.28728,0.00028
2.28938,0.00028
2.29148,0.00028
2.29358,0.00028
2.29568,0.00028
2.29779,0.00028
2.29991,0.00028
2.30203,0.00029
2.30415,0.00029
2.30627,0.00029
2.30840,0.00029
2.31054,0.00029
2.31267,0.00029
2.31481,0.00029
2.31696,0.00029
2.31911,0.00029
2.32126,0.00029
2.32342,0.00029
2.32558,0.00029
2.32775,0.00030
2.32992,0.00030
2.33209,0.00030
2.33427,0.00030
2.33645,0.00030
2.33863,0.00030
2.34082,0.00030
2.34302,0.00030
2.34522,0.00030
2.34742,0.00030
2.34962,0.00030
2.35183,0.00031
2.35405,0.00031
2.35627,0.00031
2.35849,0.00031
2.36072,0.00031
2.36295,0.00031
2.36518,0.00031
2.36742,0.00031
2.36967,0.00031
2.37192,0.00031
2.37417,0.00031
2.37643,0.00032
2.37869,0.00032
2.38095,0.00032
2.38322,0.00032
2.38550,0.00032
2.38777,0.00032
2.39006,0.00032
2.39234,0.00032
2.39464,0.00032
2.39693,0.00032
2.39923,0.00033
2.40154,0.00033
2.40385,0.00033
2.40616,0.00033
2.40848,0.00033
2.41080,0.00033
2.41313,0.00033
2.41546,0.00033
2.41779,0.00033
2.42014,0.00033
2.42248,0.00034
2.42483,0.00034
2.42718,0.00034
2.42954,0.00034
2.43191,0.00034
2.43427,0.00034
2.43665,0.00034
2.43902,0.00034
2.44141,0.00034
2.44379,0.00034
2.44618,0.00035
2.44858,0.00035
2.45098,0.00035
2.45339,0.00035
2.45580,0.00035
2.45821,0.00035
2.46063,0.00035
2.46305,0.00035
2.46548,0.00035
2.46792,0.00036
2.47036,0.00036
2.47280,0.00036
2.47525,0.00036
2.47770,0.00036
2.48016,0.00036
2.48262,0.00036
2.48509,0.00036
2.48756,0.00036
2.49004,0.00037
2.49252,0.00037
2.49501,0.00037
2.49750,0.00037
2.50000,0.00037
2.50250,0.00037
2.50501,0.00037
2.50752,0.00037
2.51004,0.00038
2.51256,0.00038
2.51509,0.00038
2.51762,0.00038
2.52016,0.00038
2.52270,0.00038
2.52525,0.00038
2.52781,0.00038
2.53036,0.00039
2.53293,0.00039
2.53550,0.00039
2.53807,0.00039
2.54065,0.00039
2.54323,0.00039
2.54582,0.00039
2.54842,0.00039
2.55102,0.00040
2.55363,0.00040
2.55624,0.00040
2.55885,0.00040
2.56148,0.00040
2.56410,0.00040
2.56674,0.00040
2.56937,0.00040
2.57202,0.00041
2.57467,0.00041
2.57732,0.00041
2.57998,0.00041
2.58264,0.00041
2.58532,0.00041
2.58799,0.00041
2.59067,0.00042
2.59336,0.00042
2.59605,0.00042
2.59875,0.00042
2.60146,0.00042
2.60417,0.00042
2.60688,0.00042
2.60960,0.00042
2.61233,0.00043
2.61506,0.00043
2.61780,0.00043
2.62055,0.00043
2.62329,0.00043
2.62605,0.00043
2.62881,0.00043
2.63158,0.00044
2.63435,0.00044
2.63713,0.00044
2.63992,0.00044
2.64271,0.00044
2.64550,0.00044
2.64831,0.00045
2.65111,0.00045
2.65393,0.00045
2.65675,0.00045
2.65957,0.00045
2.66241,0.00045
2.66525,0.00045
2.66809,0.00046
2.67094,0.00046
2.67380,0.00046
2.67666,0.00046
2.67953,0.00046
2.68240,0.00046
2.68528,0.00047
2.68817,0.00047
2.69107,0.00047
2.69397,0.00047
2.69687,0.00047
2.69978,0.00047
2.70270,0.00048
2.70563,0.00048
2.70856,0.00048
2.71150,0.00048
2.71444,0.00048
2.71739,0.00048
2.72035,0.00049
2.72331,0.00049
2.72628,0.00049
2.72926,0.00049
2.73224,0.00049
2.73523,0.00049
2.73823,0.00050
2.74123,0.00050
2.74424,0.00050
2.74725,0.00050
2.75028,0.00050
2.75330,0.00050
2.75634,0.00051
2.75938,0.00051
2.76243,0.00051
2.76549,0.00051
2.76855,0.00051
2.77162,0.00052
2.77469,0.00052
2.77778,0.00052
2.78087,0.00052
2.78396,0.00052
2.78707,0.00052
2.79018,0.00053
2.79330,0.00053
2.79642,0.00053
2.79955,0.00053
2.80269,0.00053
2.80584,0.00054
2.80899,0.00054
2.81215,0.00054
2.81532,0.00054
2.81849,0.00054
2.82167,0.00055
2.82486,0.00055
2.82805,0.00055
2.83126,0.00055
2.83447,0.00055
2.83768,0.00056
2.84091,0.00056
2.84414,0.00056
2.84738,0.00056
2.85063,0.00056
2.85388,0.00057
2.85714,0.00057
2.86041,0.00057
2.86369,0.00057
2.86697,0.00057
2.87026,0.00058
2.87356,0.00058
2.87687,0.00058
2.88018,0.00058
2.88351,0.00059
2.88684,0.00059
2.89017,0.00059
2.89352,0.00059
2.89687,0.00059
2.90023,0.00060
2.90360,0.00060
2.90698,0.00060
2.91036,0.00060
2.91375,0.00061
2.91715,0.00061
2.92056,0.00061
2.92398,0.00061
2.92740,0.00061
2.93083,0.00062
2.93427,0.00062
2.93772,0.00062
2.94118,0.00062
2.94464,0.00063
2.94811,0.00063
2.95159,0.00063
2.95508,0.00063
2.95858,0.00064
2.96209,0.00064
2.96560,0.00064
2.96912,0.00064
2.97265,0.00065
2.97619,0.00065
2.97974,0.00065
2.98329,0.00065
2.98686,0.00066
2.99043,0.00066
2.99401,0.00066
2.99760,0.00066
3.00120,0.00067
3.00481,0.00067
3.00842,0.00067
3.01205,0.00067
3.01568,0.00068
3.01932,0.00068
3.02297,0.00068
3.02663,0.00069
3.03030,0.00069
3.03398,0.00069
3.03767,0.00069
3.04136,0.00070
3.04507,0.00070
3.04878,0.00070
3.05250,0.00070
3.05623,0.00071
3.05998,0.00071
3.06373,0.00071
3.06748,0.00072
3.07125,0.00072
3.07503,0.00072
3.07882,0.00072
3.08261,0.00073
3.08642,0.00073
3.09023,0.00073
3.09406,0.00074
3.09789,0.00074
3.10174,0.00074
3.10559,0.00075
3.10945,0.00075
3.11333,0.00075
3.11721,0.00075
3.12110,0.00076
3.12500,0.00076
3.12891,0.00076
3.13283,0.00077
3.13676,0.00077
3.14070,0.00077
3.14465,0.00078
3.14861,0.00078
3.15259,0.00078
3.15657,0.00079
3.16056,0.00079
3.16456,0.00079
3.16857,0.00080
3.17259,0.00080
3.17662,0.00080
3.18066,0.00081
3.18471,0.00081
3.18878,0.00081
3.19285,0.00082
3.19693,0.00082
3.20102,0.00082
3.20513,0.00083
3.20924,0.00083
3.21337,0.00083
3.21750,0.00084
3.22165,0.00084
3.22581,0.00084
3.22997,0.00085
3.23415,0.00085
3.23834,0.00086
3.24254,0.00086
3.24675,0.00086
3.25098,0.00087
3.25521,0.00087
3.25945,0.00087
3.26371,0.00088
3.26797,0.00088
3.27225,0.00089
3.27654,0.00089
3.28084,0.00089
3.28515,0.00090
3.28947,0.00090
3.29381,0.00091
3.29815,0.00091
3.30251,0.00091
3.30688,0.00092
3.31126,0.00092
3.31565,0.00093
3.32005,0.00093
3.32447,0.00093
3.32889,0.00094
3.33333,0.00094
3.33778,0.00095
3.34225,0.00095
3.34672,0.00095
3.35121,0.00096
3.35570,0.00096
3.36022,0.00097
3.36474,0.00097
3.36927,0.00098
3.37382,0.00098
3.37838,0.00098
3.38295,0.00099
3.38753,0.00099
3.39213,0.00100
3.39674,0.00100
3.40136,0.00101
3.40599,0.00101
3.41064,0.00102
3.41530,0.00102
3.41997,0.00103
3.42466,0.00103
3.42936,0.00104
3.43407,0.00104
3.43879,0.00104
3.44353,0.00105
3.44828,0.00105
3.45304,0.00106
3.45781,0.00106
3.46260,0.00107
3.46741,0.00107
3.47222,0.00108
3.47705,0.00108
3.48189,0.00109
3.48675,0.00109
3.49162,0.00110
3.49650,0.00110
3.50140,0.00111
3.50631,0.00112
3.51124,0.00112
3.51617,0.00113
3.52113,0.00113
3.52609,0.00114
3.53107,0.00114
3.53607,0.00115
3.54108,0.00115
3.54610,0.00116
3.55114,0.00116
3.55619,0.00117
3.56125,0.00117
3.56633,0.00118
3.57143,0.00119
3.57654,0.00119
3.58166,0.00120
3.58680,0.00120
3.59195,0.00121
3.59712,0.00122
3.60231,0.00122
3.60750,0.00123
3.61272,0.00123
3.61795,0.00124
3.62319,0.00125
3.62845,0.00125
3.63372,0.00126
3.63901,0.00126
3.64431,0.00127
3.64964,0.00128
3.65497,0.00128
3.66032,0.00129
3.66569,0.00130
3.67107,0.00130
3.67647,0.00131
3.68189,0.00132
3.68732,0.00132
3.69276,0.00133
3.69822,0.00134
3.70370,0.00134
3.70920,0.00135
3.71471,0.00136
3.72024,0.00136
3.72578,0.00137
3.73134,0.00138
3.73692,0.00138
3.74251,0.00139
3.74813,0.00140
3.75375,0.00140
3.75940,0.00141
3.76506,0.00142
3.77074,0.00143
3.77644,0.00143
3.78215,0.00144
3.78788,0.00145
3.79363,0.00146
3.79939,0.00146
3.80518,0.00147
3.81098,0.00148
3.81679,0.00149
3.82263,0.00150
3.82848,0.00150
3.83436,0.00151
3.84025,0.00152
3.84615,0.00153
3.85208,0.00154
3.85802,0.00154
3.86399,0.00155
3.86997,0.00156
3.87597,0.00157
3.88199,0.00158
3.88802,0.00159
3.89408,0.00159
3.90016,0.00160
3.90625,0.00161
3.91236,0.00162
3.91850,0.00163
3.92465,0.00164
3.93082,0.00165
3.93701,0.00166
3.94322,0.00166
3.94945,0.00167
3.95570,0.00168
3.96197,0.00169
3.96825,0.00170
3.97456,0.00171
3.98089,0.00172
3.98724,0.00173
3.99361,0.00174
4.00000,0.00175
4.00641,0.00176
4.01284,0.00177
4.01929,0.00178
4.02576,0.00179
4.03226,0.00180
4.03877,0.00181
4.04531,0.00182
4.05186,0.00183
4.05844,0.00184
4.06504,0.00185
4.07166,0.00186
4.07830,0.00187
4.08497,0.00188
4.09165,0.00189
4.09836,0.00190
4.10509,0.00192
4.11184,0.00193
4.11862,0.00194
4.12541,0.00195
4.13223,0.00196
4.13907,0.00197
4.14594,0.00198
4.15282,0.00199
4.15973,0.00201
4.16667,0.00202
4.17362,0.00203
4.18060,0.00204
4.18760,0.00205
4.19463,0.00207
4.20168,0.00208
4.20875,0.00209
4.21585,0.00210
4.22297,0.00212
4.23012,0.00213
4.23729,0.00214
4.24448,0.00215
4.25170,0.00217
4.25894,0.00218
4.26621,0.00219
4.27350,0.00221
4.28082,0.00222
4.28816,0.00223
4.29553,0.00225
4.30293,0.00226
4.31034,0.00228
4.31779,0.00229
4.32526,0.00230
4.33276,0.00232
4.34028,0.00233
4.34783,0.00235
4.35540,0.00236
4.36300,0.00238
4.37063,0.00239
4.37828,0.00241
4.38596,0.00242
4.39367,0.00244
4.40141,0.00245
4.40917,0.00247
4.41696,0.00248
4.42478,0.00250
4.43262,0.00252
4.44050,0.00253
4.44840,0.00255
4.45633,0.00257
4.46429,0.00258
4.47227,0.00260
4.48029,0.00262
4.48833,0.00263
4.49640,0.00265
4.50450,0.00267
4.51264,0.00269
4.52080,0.00270
4.52899,0.00272
4.53721,0.00274
4.54545,0.00276
4.55373,0.00278
4.56204,0.00279
4.57038,0.00281
4.57875,0.00283
4.58716,0.00285
4.59559,0.00287
4.60405,0.00289
4.61255,0.00291
4.62107,0.00293
4.62963,0.00295
4.63822,0.00297
4.64684,0.00299
4.65549,0.00301
4.66418,0.00303
4.67290,0.00305
4.68165,0.00307
4.69043,0.00309
4.69925,0.00312
4.70810,0.00314
4.71698,0.00316
4.72590,0.00318
4.73485,0.00320
4.74383,0.00323
4.75285,0.00325
4.76190,0.00327
4.77099,0.00330
4.78011,0.00332
4.78927,0.00334
4.79846,0.00337
4.80769,0.00339
4.81696,0.00342
4.82625,0.00344
4.83559,0.00347
4.84496,0.00349
4.85437,0.00352
4.86381,0.00354
4.87329,0.00357
4.88281,0.00359
4.89237,0.00362
4.90196,0.00365
4.91159,0.00367
4.92126,0.00370
4.93097,0.00373
4.94071,0.00376
4.95050,0.00379
4.96032,0.00381
4.97018,0.00384
4.98008,0.00387
4.99002,0.00390
5.00000,0.00393
5.01002,0.00396
5.02008,0.00399
5.03018,0.00402
5.04032,0.00405
5.05051,0.00409
5.06073,0.00412
5.07099,0.00415
5.08130,0.00418
5.09165,0.00421
5.10204,0.00425
5.11247,0.00428
5.12295,0.00432
5.13347,0.00435
5.14403,0.00438
5.15464,0.00442
5.16529,0.00446
5.17598,0.00449
5.18672,0.00453
5.19751,0.00456
5.20833,0.00460
5.21921,0.00464
5.23013,0.00468
5.24109,0.00472
5.25210,0.00475
5.26316,0.00479
5.27426,0.00483
5.28541,0.00487
5.29661,0.00491
5.30786,0.00496
5.31915,0.00500
5.33049,0.00504
5.34188,0.00508
5.35332,0.00512
5.36481,0.00517
5.37634,0.00521
5.38793,0.00526
5.39957,0.00530
5.41126,0.00535
5.42299,0.00540
5.43478,0.00544
5.44662,0.00549
5.45852,0.00554
5.47046,0.00559
5.48246,0.00564
5.49451,0.00569
5.50661,0.00574
5.51876,0.00579
5.53097,0.00584
5.54324,0.00589
5.55556,0.00595
5.56793,0.00600
5.58036,0.00605
5.59284,0.00611
5.60538,0.00616
5.61798,0.00622
5.63063,0.00628
5.64334,0.00634
5.65611,0.00640
5.66893,0.00646
5.68182,0.00652
5.69476,0.00658
5.70776,0.00664
5.72082,0.00670
5.73394,0.00677
5.74713,0.00683
5.76037,0.00690
5.77367,0.00696
5.78704,0.00703
5.80046,0.00710
5.81395,0.00717
5.82751,0.00724
5.84112,0.00731
5.85480,0.00738
5.86854,0.00746
5.88235,0.00753
5.89623,0.00760
5.91017,0.00768
5.92417,0.00776
5.93824,0.00784
5.95238,0.00792
5.96659,0.00800
5.98086,0.00808
5.99520,0.00816
6.00962,0.00825
6.02410,0.00833
6.03865,0.00842
6.05327,0.00851
6.06796,0.00860
6.08273,0.00869
6.09756,0.00878
6.11247,0.00887
6.12745,0.00897
6.14251,0.00907
6.15764,0.00916
6.17284,0.00926
6.18812,0.00936
6.20347,0.00947
6.21891,0.00957
6.23441,0.00968
6.25000,0.00979
6.26566,0.00989
6.28141,0.01001
6.29723,0.01012
6.31313,0.01023
6.32911,0.01035
6.34518,0.01047
6.36132,0.01059
6.37755,0.01071
6.39386,0.01084
6.41026,0.01096
6.42674,0.01109
6.44330,0.01122
6.45995,0.01135
6.47668,0.01149
6.49351,0.01163
6.51042,0.01177
6.52742,0.01191
6.54450,0.01205
6.56168,0.01220
6.57895,0.01235
6.59631,0.01250
6.61376,0.01266
6.63130,0.01282
6.64894,0.01298
6.66667,0.01314
6.68449,0.01331
6.70241,0.01348
6.72043,0.01365
6.73854,0.01383
6.75676,0.01401
6.77507,0.01419
6.79348,0.01438
6.81199,0.01457
6.83060,0.01476
6.84932,0.01496
6.86813,0.01516
6.88705,0.01536
6.90608,0.01557
6.92521,0.01579
6.94444,0.01600
6.96379,0.01622
6.98324,0.01645
7.00280,0.01668
7.02247,0.01692
7.04225,0.01716
7.06215,0.01740
7.08215,0.01765
7.10227,0.01791
7.12251,0.01817
7.14286,0.01843
7.16332,0.01871
7.18391,0.01898
7.20461,0.01927
7.22543,0.01956
7.24638,0.01985
7.26744,0.02016
7.28863,0.02047
7.30994,0.02078
7.33138,0.02111
7.35294,0.02144
7.37463,0.02178
7.39645,0.02212
7.41840,0.02248
7.44048,0.02284
7.46269,0.02321
7.48503,0.02359
7.50751,0.02398
7.53012,0.02438
7.55287,0.02479
7.57576,0.02521
7.59878,0.02564
7.62195,0.02607
7.64526,0.02653
7.66871,0.02699
7.69231,0.02746
7.71605,0.02795
7.73994,0.02845
7.76398,0.02896
7.78816,0.02948
7.81250,0.03002
7.83699,0.03058
7.86164,0.03114
7.88644,0.03173
7.91139,0.03233
7.93651,0.03295
7.96178,0.03358
7.98722,0.03423
8.01282,0.03490
8.03859,0.03560
8.06452,0.03631
8.09061,0.03704
8.11688,0.03779
8.14332,0.03857
8.16993,0.03937
8.19672,0.04019
8.22368,0.04104
8.25083,0.04192
8.27815,0.04283
8.30565,0.04376
8.33333,0.04472
8.36120,0.04572
8.38926,0.04675
8.41751,0.04781
8.44595,0.04891
8.47458,0.05005
8.50340,0.05122
8.53242,0.05244
8.56164,0.05370
8.59107,0.05501
8.62069,0.05636
8.65052,0.05776
8.68056,0.05922
8.71080,0.06073
8.74126,0.06230
8.77193,0.06392
8.80282,0.06562
8.83392,0.06737
8.86525,0.06920
8.89680,0.07111
